id;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status
JYDO4008;Single;Over 23 years old;1;Agronomy;Daytime;1;133.1;1;1;37;4;7;110.0;No;No;No;Yes;Male;No;31;No;0;6;15;3;14.4;0;0;6;20;0;0.0;0;16.2;0.3;-0.92;Dropout
JYDO4009;Single;3rd phase - general contingent;3;Basic Education;Daytime;1;128.0;1;38;37;5;9;116.8;Yes;No;No;No;Male;No;19;No;0;6;10;4;12.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO4010;Single;2nd phase - general contingent;5;Tourism;Daytime;1;114.0;1;38;1;5;9;109.5;No;No;No;Yes;Male;No;19;No;0;5;5;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO4011;Single;Over 23 years old;1;Oral Hygiene;Daytime;19;133.1;1;37;37;9;10;100.0;No;No;No;Yes;Male;No;31;No;0;7;7;0;0.0;0;0;7;7;0;0.0;0;15.5;2.8;-4.06;Dropout
JYDO4012;Single;1st phase - special contingent (Azores Island);1;Management;Daytime;1;126.0;1;19;38;5;6;117.3;Yes;No;No;Yes;Female;No;19;No;0;5;15;3;10.8;0;0;5;6;3;10.5;0;13.9;-0.3;0.79;Enrolled
JYDO4013;Married;Over 23 years old;2;Advertising and Marketing Management;Daytime;1;133.1;41;37;19;9;9;130.0;No;No;No;Yes;Female;No;30;Yes;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
JYDO4014;Single;Change of institution/course;1;Nursing;Daytime;1;129.0;1;37;38;3;3;137.8;Yes;No;No;Yes;Female;Yes;20;No;2;7;7;7;16.13142857142857;0;0;8;9;8;15.52222222222222;0;11.1;0.6;2.02;Graduate
JYDO4015;Single;2nd phase - general contingent;1;Nursing;Daytime;1;140.0;1;19;38;7;7;136.5;Yes;No;No;Yes;Female;Yes;18;No;0;7;7;7;14.838571428571427;0;0;8;9;8;14.8;0;12.4;0.5;1.79;Graduate
JYDO4016;Divorced;Over 23 years old;1;Management (evening attendance);Evening;1;133.1;1;37;37;5;5;138.7;No;No;No;Yes;Female;No;31;No;0;5;7;3;10.333333333333334;0;0;5;6;3;12.0;0;10.8;1.4;1.74;Dropout
JYDO4017;Single;2nd phase - general contingent;1;Tourism;Daytime;1;134.0;1;19;1;9;4;124.9;Yes;No;No;Yes;Female;No;19;No;0;6;11;3;12.0;0;0;6;11;4;11.25;0;7.6;2.6;0.32;Dropout
JYDO4018;Divorced;Over 23 years old;1;Social Service (evening attendance);Evening;1;133.1;1;37;37;9;7;140.0;No;No;No;Yes;Female;Yes;43;No;0;6;6;0;0.0;0;0;5;5;0;0.0;0;8.9;1.4;3.51;Dropout
JYDO4019;Single;2nd phase - general contingent;2;Tourism;Daytime;1;132.0;1;38;38;9;8;122.6;Yes;No;No;Yes;Female;Yes;20;No;0;6;6;6;13.166666666666666;0;0;6;6;6;14.0;0;13.9;-0.3;0.79;Graduate
JYDO4020;Single;1st phase - general contingent;2;Nursing;Daytime;1;131.0;1;1;1;5;9;129.5;Yes;No;No;Yes;Female;Yes;19;No;0;8;8;8;13.9475;0;0;8;8;8;13.9475;0;9.4;-0.8;-3.12;Graduate
JYDO4021;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;133.1;1;3;1;1;7;155.0;No;No;No;Yes;Female;No;22;No;0;5;6;3;11.333333333333334;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout
JYDO4022;Single;1st phase - general contingent;1;Social Service (evening attendance);Evening;1;133.1;1;3;1;1;7;100.0;No;No;No;Yes;Female;No;26;No;2;8;11;7;12.75;0;2;7;7;7;12.285714285714286;0;16.2;0.3;-0.92;Graduate
JYDO4023;Single;3rd phase - general contingent;1;Management;Daytime;1;160.0;1;19;19;5;8;137.6;Yes;No;No;Yes;Female;Yes;19;No;0;5;6;5;12.6;0;0;5;8;5;11.25;0;10.8;1.4;1.74;Graduate
JYDO4024;Single;Holders of other higher courses;1;Nursing;Daytime;3;120.0;1;19;3;4;2;120.0;Yes;No;No;Yes;Female;No;29;No;0;8;8;6;12.25;1;0;8;8;6;12.25;1;12.7;3.7;-1.7;Dropout
JYDO4025;Single;International student (bachelor);1;Oral Hygiene;Daytime;1;114.0;26;3;19;122;144;114.0;No;No;No;Yes;Female;No;20;Yes;0;7;14;0;0.0;6;0;7;12;2;11.666666666666666;0;8.9;1.4;3.51;Enrolled
JYDO4026;Divorced;1st phase - general contingent;1;Management (evening attendance);Evening;1;140.0;1;37;37;9;7;139.0;No;No;No;Yes;Female;Yes;38;No;0;5;8;5;11.0;0;0;5;7;5;11.4;0;9.4;-0.8;-3.12;Enrolled
JYDO4027;Single;Over 23 years old;1;Agronomy;Daytime;1;100.0;1;37;37;9;5;110.0;No;No;No;Yes;Female;No;41;No;8;12;17;12;11.833333333333334;0;3;12;22;9;12.7;0;15.5;2.8;-4.06;Graduate
JYDO4028;Single;1st phase - general contingent;6;Nursing;Daytime;1;139.0;1;19;38;4;9;128.5;Yes;No;No;Yes;Female;No;19;No;0;8;10;6;13.066666666666668;0;0;8;10;6;13.066666666666668;0;12.7;3.7;-1.7;Dropout
JYDO4029;Single;1st phase - general contingent;1;Communication Design;Daytime;1;136.0;1;1;38;4;5;132.2;No;No;Yes;Yes;Female;No;19;No;0;6;6;6;13.833333333333334;0;0;6;8;6;13.875;0;10.8;1.4;1.74;Graduate
JYDO4030;Divorced;Holders of other higher courses;1;Nursing;Daytime;3;130.0;1;3;19;2;3;130.0;No;No;No;Yes;Female;No;43;No;0;7;7;3;13.833333333333334;1;0;7;7;0;0.0;0;16.2;0.3;-0.92;Dropout
JYDO4031;Single;2nd phase - general contingent;1;Equinculture;Daytime;1;145.0;1;38;37;9;7;129.3;Yes;No;No;Yes;Female;No;19;No;0;5;5;5;11.8;0;0;5;5;5;13.2;0;10.8;1.4;1.74;Graduate
JYDO4032;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;133.1;1;19;38;9;8;128.2;Yes;No;No;Yes;Male;Yes;19;No;6;12;12;12;13.333333333333334;0;4;11;15;10;12.818181818181818;0;8.9;1.4;3.51;Enrolled
JYDO4033;Single;1st phase - general contingent;6;Nursing;Daytime;1;146.0;1;2;19;3;9;130.3;Yes;No;No;Yes;Male;No;18;No;0;8;8;8;13.74625;0;0;8;8;8;13.74625;0;9.4;-0.8;-3.12;Graduate
JYDO4034;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;159.0;1;3;3;2;2;162.5;Yes;No;No;Yes;Male;No;19;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92;Dropout
JYDO4035;Married;Over 23 years old;1;Social Service (evening attendance);Evening;19;133.1;1;34;34;0;0;130.0;No;No;No;Yes;Male;No;38;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
JYDO4036;Married;Holders of other higher courses;1;Equinculture;Daytime;2;110.0;1;19;19;4;8;110.0;Yes;No;No;Yes;Male;No;37;No;0;6;9;0;0.0;0;0;6;6;0;0.0;0;16.2;0.3;-0.92;Dropout
JYDO4037;Single;Over 23 years old;1;Advertising and Marketing Management;Daytime;1;120.0;1;1;19;4;10;142.3;Yes;No;No;Yes;Female;Yes;26;No;0;6;6;6;13.333333333333334;0;0;6;10;5;14.5;0;10.8;1.4;1.74;Graduate
JYDO4038;Single;2nd phase - general contingent;1;Social Service;Daytime;1;130.0;1;37;37;9;9;122.0;Yes;No;No;Yes;Female;Yes;21;No;0;6;8;1;10.0;0;0;6;13;5;11.4;0;12.7;3.7;-1.7;Enrolled
JYDO4039;Single;1st phase - general contingent;3;Veterinary Nursing;Daytime;1;158.0;1;1;19;9;9;153.6;Yes;No;No;Yes;Female;Yes;18;No;0;6;7;6;15.666666666666666;0;0;6;8;6;15.285714285714286;0;8.9;1.4;3.51;Graduate
JYDO4040;Single;1st phase - general contingent;1;Basic Education;Daytime;1;122.0;1;3;19;2;3;112.9;No;No;No;Yes;Female;No;18;No;0;7;9;7;11.857142857142858;0;0;7;7;7;11.857142857142858;0;16.2;0.3;-0.92;Graduate
JYDO4041;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;140.0;1;3;1;2;4;124.1;No;No;No;Yes;Female;No;18;No;0;5;12;5;14.5;2;0;5;5;5;13.6;0;9.4;-0.8;-3.12;Graduate
JYDO4042;Single;2nd phase - general contingent;1;Social Service;Daytime;1;136.0;1;38;1;9;4;129.7;No;No;No;Yes;Female;No;19;No;0;6;6;6;12.166666666666666;0;0;6;7;6;13.714285714285714;0;15.5;2.8;-4.06;Graduate
JYDO4043;Single;1st phase - general contingent;1;Journalism and Communication;Daytime;1;111.0;1;19;19;9;9;110.0;Yes;No;No;Yes;Female;No;18;No;0;6;6;5;12.6;0;0;6;8;6;12.0;0;11.1;0.6;2.02;Graduate
JYDO4044;Single;2nd phase - general contingent;2;Nursing;Daytime;1;145.0;1;2;38;3;8;136.3;Yes;No;No;Yes;Female;No;18;No;0;8;12;7;12.285714285714286;0;0;8;12;7;12.285714285714286;0;12.7;3.7;-1.7;Enrolled
JYDO4045;Single;2nd phase - general contingent;1;Social Service;Daytime;1;133.1;1;38;38;191;193;146.0;No;No;Yes;Yes;Female;Yes;19;No;0;6;6;6;12.666666666666666;0;0;6;7;6;13.0;0;8.9;1.4;3.51;Graduate
JYDO4046;Single;1st phase - general contingent;1;Nursing;Daytime;1;140.0;1;19;38;7;8;129.9;No;No;No;Yes;Female;No;19;No;0;7;0;0;0.0;0;0;8;0;0;0.0;0;16.2;0.3;-0.92;Dropout
JYDO4047;Single;1st phase - general contingent;1;Tourism;Daytime;1;140.0;1;19;1;9;8;140.9;Yes;No;No;Yes;Female;Yes;18;No;0;6;7;6;12.857142857142858;0;0;6;10;4;13.0;0;12.7;3.7;-1.7;Graduate
JYDO4048;Married;1st phase - general contingent;1;Nursing;Daytime;1;156.0;1;1;1;9;10;135.5;No;No;No;Yes;Female;No;18;No;0;8;8;7;13.9;0;0;8;8;7;13.9;0;12.7;3.7;-1.7;Graduate
JYDO4049;Single;1st phase - general contingent;1;Nursing;Daytime;1;132.0;1;38;37;9;7;122.0;Yes;No;No;Yes;Female;Yes;20;No;0;8;8;7;13.817142857142857;0;0;8;8;7;13.817142857142857;0;10.8;1.4;1.74;Graduate
JYDO4050;Single;Short cycle diploma holders;1;Oral Hygiene;Daytime;42;140.0;1;1;19;4;5;140.0;No;No;No;Yes;Female;Yes;22;No;1;7;10;6;13.314285714285717;0;2;8;10;7;12.875;0;8.9;1.4;3.51;Graduate
JYDO4051;Single;1st phase - general contingent;1;Equinculture;Daytime;1;164.0;1;34;1;0;0;163.0;No;No;No;Yes;Female;No;18;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO4052;Single;2nd phase - general contingent;4;Tourism;Daytime;1;113.0;1;38;19;7;7;107.4;Yes;No;No;Yes;Female;Yes;19;No;0;6;6;6;12.166666666666666;0;0;6;6;6;12.166666666666666;0;12.4;0.5;1.79;Graduate
JYDO4053;Single;1st phase - general contingent;1;Tourism;Daytime;1;122.0;1;37;37;9;9;114.3;Yes;No;No;No;Female;Yes;20;No;0;6;12;4;11.25;0;0;6;12;3;11.333333333333334;0;7.6;2.6;0.32;Dropout
JYDO4054;Single;Change of course;1;Communication Design;Daytime;1;150.0;1;2;3;3;2;140.8;No;No;No;Yes;Female;No;19;No;1;6;6;5;12.4;0;0;6;8;6;12.75;0;10.8;1.4;1.74;Enrolled
JYDO4055;Single;1st phase - general contingent;2;Journalism and Communication;Daytime;1;135.0;1;37;37;5;5;126.3;Yes;Yes;No;Yes;Female;Yes;20;No;0;6;6;6;14.666666666666666;0;0;6;7;6;14.571428571428571;0;8.9;1.4;3.51;Graduate
JYDO4056;Single;Over 23 years old;1;Veterinary Nursing;Daytime;1;133.1;1;3;19;2;9;110.0;No;No;No;Yes;Female;No;28;No;0;6;15;4;12.0;0;0;6;14;4;12.0;0;11.1;0.6;2.02;Dropout
JYDO4057;Single;1st phase - general contingent;2;Veterinary Nursing;Daytime;1;122.0;1;1;1;193;101;126.2;No;No;No;Yes;Female;No;19;No;0;6;8;6;14.0;0;0;6;18;3;12.666666666666666;0;12.4;0.5;1.79;Graduate
JYDO4058;Single;Transfer;1;Agronomy;Daytime;39;140.0;1;19;1;5;5;140.0;No;No;No;Yes;Female;No;22;No;0;6;10;6;12.571428571428571;0;0;6;12;4;13.666666666666666;0;15.5;2.8;-4.06;Enrolled
JYDO4059;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;138.0;1;1;3;9;1;123.0;Yes;No;No;Yes;Female;No;19;No;1;6;14;6;15.538461538461538;0;0;6;9;6;12.625;0;15.5;2.8;-4.06;Graduate
JYDO4060;Single;1st phase - general contingent;3;Journalism and Communication;Daytime;1;130.0;1;19;19;5;5;157.0;Yes;No;No;No;Female;No;18;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout
JYDO4061;Single;1st phase - special contingent (Azores Island);1;Equinculture;Daytime;1;157.0;1;5;43;2;2;149.7;Yes;No;No;Yes;Female;No;18;No;0;6;6;6;15.0;0;0;6;6;6;14.833333333333334;0;8.9;1.4;3.51;Graduate
JYDO4062;Single;Change of course;1;Equinculture;Daytime;1;140.0;1;2;1;2;3;140.0;Yes;No;No;Yes;Female;No;22;No;0;5;11;4;12.25;0;0;5;9;5;13.285714285714286;0;12.7;3.7;-1.7;Graduate
JYDO4063;Single;Short cycle diploma holders;1;Veterinary Nursing;Daytime;42;170.0;1;1;19;4;7;170.0;No;No;No;Yes;Female;No;20;No;7;11;13;11;15.692307692307692;0;4;9;9;9;15.555555555555555;0;8.9;1.4;3.51;Graduate
JYDO4064;Single;Over 23 years old;1;Management (evening attendance);Evening;1;150.0;1;1;37;9;7;130.2;No;No;No;Yes;Female;Yes;24;No;0;5;7;5;12.285714285714286;0;0;5;9;5;12.75;1;16.2;0.3;-0.92;Graduate
JYDO4065;Single;2nd phase - general contingent;1;Animation and Multimedia Design;Daytime;1;146.0;1;1;38;9;9;135.5;Yes;No;Yes;Yes;Female;No;22;No;12;17;19;12;11.833333333333334;0;10;17;22;11;11.25;0;11.1;0.6;2.02;Enrolled
JYDO4066;Single;Change of course;1;Social Service (evening attendance);Evening;1;120.0;1;38;19;5;4;118.3;No;No;No;Yes;Female;No;20;No;2;6;6;6;12.166666666666666;0;0;6;7;5;14.0;0;12.7;3.7;-1.7;Enrolled
JYDO4067;Single;1st phase - general contingent;1;Oral Hygiene;Daytime;1;118.0;1;19;38;9;9;116.3;Yes;No;No;Yes;Female;Yes;20;No;0;7;10;7;11.88888888888889;0;0;8;10;8;11.95625;0;12.7;3.7;-1.7;Graduate
JYDO4068;Married;Holders of other higher courses;1;Social Service (evening attendance);Evening;3;120.0;1;38;1;9;9;120.0;No;No;No;No;Female;No;35;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO4069;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;154.0;1;1;1;5;7;154.7;No;No;No;Yes;Female;Yes;18;No;0;5;6;5;11.8;0;0;5;5;5;12.6;0;9.4;-0.8;-3.12;Graduate
JYDO4070;Single;2nd phase - general contingent;2;Social Service;Daytime;1;139.0;1;2;3;3;3;132.7;Yes;No;No;Yes;Female;No;19;No;0;6;7;6;11.166666666666666;0;0;6;9;6;11.666666666666666;0;9.4;-0.8;-3.12;Graduate
JYDO4071;Single;3rd phase - general contingent;1;Nursing;Daytime;1;136.0;1;3;3;3;3;130.8;No;No;No;Yes;Female;No;18;No;0;7;7;7;14.05714285714286;0;0;8;9;8;14.6;0;16.2;0.3;-0.92;Graduate
JYDO4072;Single;1st phase - general contingent;2;Tourism;Daytime;1;130.0;1;1;38;4;9;122.7;Yes;No;No;Yes;Female;No;18;No;0;6;10;4;11.75;0;0;6;13;4;10.0;0;7.6;2.6;0.32;Dropout
JYDO4073;Married;Over 23 years old;1;Social Service;Daytime;19;133.1;1;1;2;4;6;130.0;No;No;No;Yes;Female;No;31;No;0;6;6;6;13.166666666666666;0;0;6;8;6;13.0;0;9.4;-0.8;-3.12;Enrolled
JYDO4074;Single;2nd phase - general contingent;1;Social Service;Daytime;1;133.0;1;19;19;5;7;123.6;No;No;No;Yes;Female;Yes;19;No;0;6;7;6;13.5;0;0;6;7;6;14.0;0;15.5;2.8;-4.06;Graduate
JYDO4075;Single;3rd phase - general contingent;1;Nursing;Daytime;1;143.0;1;38;37;4;9;116.5;Yes;No;No;Yes;Female;Yes;20;No;0;7;10;7;12.625;0;0;8;8;8;13.0625;0;15.5;2.8;-4.06;Graduate
JYDO4076;Single;2nd phase - general contingent;3;Veterinary Nursing;Daytime;1;117.0;1;19;38;5;7;111.1;No;No;No;Yes;Female;No;21;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
JYDO4077;Single;1st phase - general contingent;3;Nursing;Daytime;1;145.0;1;19;38;9;7;136.3;Yes;No;No;Yes;Female;Yes;18;No;0;8;8;7;13.971428571428572;0;0;8;8;7;13.971428571428572;0;12.7;3.7;-1.7;Graduate
JYDO4078;Single;1st phase - general contingent;5;Communication Design;Daytime;1;134.0;1;34;1;5;7;129.8;Yes;No;No;Yes;Female;No;18;No;0;6;7;2;11.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
JYDO4079;Married;Over 23 years old;1;Management (evening attendance);Evening;1;170.0;1;38;19;4;8;134.7;No;No;No;Yes;Female;No;33;No;0;5;5;5;12.8;0;0;5;6;5;15.333333333333334;0;10.8;1.4;1.74;Graduate
JYDO4080;Single;1st phase - general contingent;2;Advertising and Marketing Management;Daytime;1;143.0;1;37;37;9;7;131.8;Yes;No;No;Yes;Female;Yes;18;No;0;6;8;6;13.571428571428571;0;0;6;6;5;12.8;0;12.4;0.5;1.79;Enrolled
JYDO4081;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;140.0;1;37;37;7;9;126.8;Yes;No;No;No;Female;Yes;18;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Dropout
JYDO4082;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;131.0;1;37;37;9;6;130.7;No;No;Yes;Yes;Female;No;21;No;0;5;9;2;11.5;0;0;5;13;4;11.0;1;10.8;1.4;1.74;Enrolled
JYDO4083;Single;2nd phase - general contingent;3;Tourism;Daytime;1;115.0;1;37;19;5;5;109.8;Yes;No;No;Yes;Female;No;19;No;0;6;8;4;11.25;0;0;6;8;4;12.0;0;10.8;1.4;1.74;Enrolled
JYDO4084;Single;Holders of other higher courses;1;Management (evening attendance);Evening;3;130.0;1;3;19;2;3;133.9;No;No;No;Yes;Female;No;28;No;0;5;7;5;13.714285714285714;0;0;5;7;5;13.142857142857142;0;16.2;0.3;-0.92;Graduate
JYDO4085;Married;Over 23 years old;1;Management;Daytime;1;130.0;1;1;19;9;9;109.9;No;No;No;No;Female;No;29;No;0;4;4;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7;Dropout
JYDO4086;Single;Technological specialization diploma holders;1;Equinculture;Daytime;39;160.0;1;1;37;3;3;160.0;Yes;No;Yes;No;Female;No;36;No;2;6;9;6;12.0;0;1;6;8;3;14.666666666666666;0;12.4;0.5;1.79;Dropout
JYDO4087;Single;Over 23 years old;1;Social Service (evening attendance);Evening;19;133.1;1;37;37;9;7;106.5;No;No;No;Yes;Female;Yes;32;No;0;6;7;6;12.666666666666666;0;0;6;7;6;13.333333333333334;0;12.7;3.7;-1.7;Graduate
JYDO4088;Single;Over 23 years old;1;Nursing;Daytime;1;130.0;1;38;37;5;7;120.0;Yes;No;No;Yes;Female;Yes;25;No;0;8;11;7;13.29;3;0;8;11;7;13.29;3;9.4;-0.8;-3.12;Enrolled
JYDO4089;Married;Change of course;1;Management (evening attendance);Evening;1;140.0;1;37;37;3;10;107.8;No;No;No;Yes;Female;No;33;No;8;10;15;8;10.375;0;7;10;13;9;10.444444444444445;0;7.6;2.6;0.32;Enrolled
JYDO4090;Married;Change of course;1;Social Service (evening attendance);Evening;14;133.1;1;34;34;0;0;100.0;No;No;No;No;Female;No;34;No;3;7;13;3;12.0;0;2;7;15;1;13.0;1;9.4;-0.8;-3.12;Dropout
JYDO4091;Married;Over 23 years old;1;Social Service (evening attendance);Evening;1;150.0;1;34;34;0;0;112.5;No;No;No;Yes;Female;No;33;No;0;6;10;5;11.4;0;1;6;7;6;11.166666666666666;0;7.6;2.6;0.32;Graduate
JYDO4092;Single;Change of course;1;Management (evening attendance);Evening;1;140.0;1;37;38;9;8;135.5;No;No;Yes;No;Female;No;29;No;0;5;15;2;13.25;0;0;5;12;3;12.6;3;16.2;0.3;-0.92;Dropout
JYDO4093;Single;1st phase - general contingent;1;Nursing;Daytime;1;145.0;1;1;1;4;10;145.0;No;No;No;Yes;Female;No;18;No;0;7;7;6;13.861666666666666;0;0;8;16;0;0.0;1;12.4;0.5;1.79;Dropout
JYDO4094;Single;1st phase - general contingent;1;Journalism and Communication;Daytime;1;126.0;1;37;38;7;7;119.0;No;No;No;Yes;Female;Yes;18;No;0;6;6;6;12.166666666666666;0;0;6;7;6;12.142857142857142;0;15.5;2.8;-4.06;Graduate
JYDO4095;Married;Holders of other higher courses;1;Social Service;Daytime;3;130.0;1;37;19;4;5;130.0;No;No;No;Yes;Female;No;38;No;0;6;17;4;13.75;0;0;6;15;6;14.5;0;16.2;0.3;-0.92;Graduate
JYDO4096;Single;1st phase - general contingent;4;Nursing;Daytime;1;135.0;1;38;37;9;8;126.3;Yes;No;No;Yes;Female;Yes;19;No;0;7;7;6;15.433333333333332;0;0;7;7;6;15.433333333333332;0;7.6;2.6;0.32;Graduate
JYDO4097;Divorced;Over 23 years old;1;Social Service (evening attendance);Evening;19;133.1;1;37;37;9;9;113.5;No;No;No;Yes;Female;Yes;39;No;0;6;6;6;13.833333333333334;0;0;6;6;6;15.5;0;11.1;0.6;2.02;Graduate
JYDO4098;Single;Change of course;1;Management (evening attendance);Evening;3;120.0;1;37;37;9;9;120.0;No;No;No;Yes;Female;No;37;No;7;14;21;12;11.833333333333334;0;11;12;15;11;11.363636363636363;0;12.7;3.7;-1.7;Graduate
JYDO4099;Single;2nd phase - general contingent;2;Oral Hygiene;Daytime;1;120.0;1;37;37;5;5;111.3;Yes;No;No;Yes;Female;No;32;No;0;7;7;0;0.0;0;0;8;8;0;0.0;0;16.2;0.3;-0.92;Dropout
JYDO4100;Single;3rd phase - general contingent;1;Social Service;Daytime;1;147.0;1;38;34;4;0;130.2;No;No;No;Yes;Female;No;18;No;0;1;1;0;0.0;1;0;6;0;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO4101;Single;Change of course;1;Oral Hygiene;Daytime;1;149.0;1;1;1;4;8;140.2;Yes;Yes;No;Yes;Female;No;20;No;1;7;9;7;12.333333333333334;0;0;8;8;8;12.625;0;12.7;3.7;-1.7;Enrolled
JYDO4102;Single;1st phase - general contingent;5;Communication Design;Daytime;1;124.0;1;37;37;9;9;113.9;Yes;No;No;Yes;Female;No;20;No;0;6;6;6;11.166666666666666;0;0;6;6;6;12.166666666666666;0;7.6;2.6;0.32;Graduate
JYDO4103;Single;2nd phase - general contingent;1;Veterinary Nursing;Daytime;1;133.1;1;37;37;9;9;99.0;Yes;No;No;Yes;Female;Yes;23;No;0;6;6;6;14.666666666666666;0;0;6;8;6;12.428571428571429;0;8.9;1.4;3.51;Graduate
JYDO4104;Single;1st phase - general contingent;2;Management;Daytime;1;125.0;1;1;19;4;9;124.0;Yes;No;No;Yes;Female;No;19;No;0;5;5;5;11.2;0;0;5;11;4;11.75;0;10.8;1.4;1.74;Enrolled
JYDO4105;Single;1st phase - general contingent;1;Social Service;Daytime;1;141.0;1;37;38;9;10;138.9;No;No;No;Yes;Female;No;18;No;0;6;9;6;13.714285714285714;0;0;6;6;6;14.166666666666666;0;13.9;-0.3;0.79;Graduate
JYDO4106;Single;1st phase - general contingent;1;Management;Daytime;1;131.0;1;38;19;9;9;130.0;Yes;No;No;Yes;Male;No;19;No;0;5;5;5;12.8;0;0;5;10;5;11.444444444444445;0;10.8;1.4;1.74;Graduate
JYDO4107;Single;2nd phase - general contingent;4;Journalism and Communication;Daytime;1;118.0;1;1;38;5;7;120.8;Yes;No;No;Yes;Female;No;20;No;0;6;9;4;13.25;0;0;6;11;5;11.8;0;12.4;0.5;1.79;Graduate
JYDO4108;Single;1st phase - general contingent;6;Nursing;Daytime;1;129.0;1;37;19;9;7;127.8;Yes;No;No;Yes;Female;No;19;No;0;8;10;6;13.78;1;0;8;10;6;13.78;1;9.4;-0.8;-3.12;Dropout
JYDO4109;Single;2nd phase - general contingent;3;Nursing;Daytime;1;136.0;1;37;38;4;5;126.0;Yes;No;No;Yes;Female;No;19;No;0;8;8;7;15.11;0;0;8;8;7;15.11;0;10.8;1.4;1.74;Graduate
JYDO4110;Single;1st phase - general contingent;2;Social Service;Daytime;1;134.0;1;1;19;4;5;126.0;No;No;No;Yes;Female;No;18;No;0;6;10;4;11.0;0;0;6;8;5;11.2;0;10.8;1.4;1.74;Graduate
JYDO4111;Single;1st phase - general contingent;1;Nursing;Daytime;1;153.0;1;38;19;9;5;138.5;Yes;No;No;Yes;Female;Yes;20;No;0;8;8;7;15.798571428571426;0;0;8;8;7;15.798571428571426;0;10.8;1.4;1.74;Graduate
JYDO4112;Single;1st phase - general contingent;3;Nursing;Daytime;1;119.0;1;19;37;9;9;119.4;Yes;No;No;Yes;Female;No;20;No;0;7;7;7;13.775714285714288;0;0;8;8;8;15.599999999999998;0;12.4;0.5;1.79;Graduate
JYDO4113;Divorced;Over 23 years old;1;Nursing;Daytime;1;140.0;1;38;37;7;7;101.5;Yes;No;No;Yes;Female;No;24;No;0;8;11;7;12.16;0;0;8;11;7;12.16;0;10.8;1.4;1.74;Graduate
JYDO4114;Divorced;Over 23 years old;2;Oral Hygiene;Daytime;1;133.1;1;38;37;7;7;101.5;Yes;No;No;Yes;Female;No;24;No;0;7;0;0;0.0;0;0;7;0;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO4115;Single;2nd phase - general contingent;2;Journalism and Communication;Daytime;1;130.0;1;2;1;2;7;126.2;Yes;No;No;Yes;Female;No;20;No;0;6;6;6;14.333333333333334;0;0;6;6;6;15.5;0;12.4;0.5;1.79;Graduate
JYDO4116;Single;1st phase - general contingent;3;Communication Design;Daytime;1;128.0;1;19;19;3;3;129.8;Yes;No;No;Yes;Female;No;20;No;0;6;6;6;11.833333333333334;0;0;6;6;3;13.333333333333334;0;9.4;-0.8;-3.12;Enrolled
JYDO4117;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;145.0;1;38;37;3;9;138.4;Yes;No;No;No;Female;No;18;No;0;6;7;6;14.833333333333334;0;0;6;8;6;12.5;0;8.9;1.4;3.51;Enrolled
